Text,Sentiment
i feel it is safer backing into relatively benign turn rather than backing out onto a path where another car near car pedestrian or other moving object is coming at me orthogonally,joy
i just lay and think of all the people who have ever hurt me or rejected me and just feel so heartbroken and lonely,sadness
i feel like friendly persuasion is a film thats been unfairly forgotten over the years,joy
i am comfortable floating in the sea of the great unknown and feel no need to be anchored to anyone or anything beyond the loving one who is my buoyancy my unsinkableness my everlasting portion,love
i am so full of many emotions i cant handle them i am fed up with feeling unhappy due to all this hardship,sadness
i feel my experience may answer some questions for others as i was very skeptical about using this product,fear
i have i m feeling relieved and excited,joy
i am feeling like giving back and tis the season to be jolly i say,joy
im a confident person no matter what happens in my life i will always feel like im damaged goods despite what other people tell me,sadness
i suppose there is something in a womans nature thatmakes a man free to break down before her and express his feelings onthe tender or emotional side without feeling it derogatory to hismanhood,love
i was feeling a bit strange had some food and my stomach started to cramp so got up had a walk around and even went for a lie down,fear
i will enumerate some of those things i feel myself blessed with,joy
i got up and wasn t feeling too well but we went to the church at because we had interviews with president call after our district meeting,joy
i feel so relieved after a really long hour flight,joy
i felt quite incredulous because i feel like im not popular at all,joy
i feel those words are as much innocent as any other words and here is the proof proof for wait sir i have a patient in the next room who needs to be attended to immediately,joy
i ask a question that involves nothing more than raising hands at first though because i don t want them to feel intimidated,fear
i got all of those moved and put away in the closet so i am feeling really pleased about that,joy
i have a feeling that i will be broke before the end of this year,sadness
i am feeling really sentimental about life right now,sadness
i feel honored overjoyed excited for this new adventure in our newly joined life and most of all darn it i plan on being the best wife for him,joy
i feel bitter that i can no longer drink the boathouse or similar protein shakes,anger
i feel hesitant to open to anyone not even to my own mother,fear
i feel like i need to write about this because i was that impressed,surprise
i feel lousy and my arm is throbbing,sadness
i found myself feeling totally relieved,joy
i tried talking to my friend about the whole deal and from what she says i got that she doesnt really seem to care about how i feel or to want to put any effort into spending time with me doing things we love doing together she seemed to be resigned to it,sadness
i am thankful for the smooth and enjoyable debrief session with a gentle lady that i feel positive about the future cooperation,joy
i want to feel admired again,love
i have no real reason to feel cranky,anger
i suppose i feel dismayed that i have suffered so much yes there is always someone else worse off but to feel like you are dying every day and night and then find a simple cure it is great and terrible at the same time,sadness
i feel shaky and like i am loosing my mind,fear
im feeling a little pressured because of situations,fear
i understand that not all students feel comfortable talking in class so this will serve as a great tool for all of them to be able to participate in the discussions without having to open their mouths,joy
i was feeling resentful and he was feeling exhausted,anger
i went along feeling slightly resentful,anger
i wanted to do something that i feel passionate for,joy
i just feel a little insulted everytime you say something negative about the whole task,anger
i attempted to always have something available but the possibility that i might not get to eat for hours made me feel weird and anxious,surprise
i feel incredibly relaxed,joy
i feel so terrible for all those people who have lost homes,sadness
i left the lecture feeling inspired and enlightened on so many levels,joy
i feel so strongly about it i guess im just pissed that someone feels that strongly about me and doesnt have the gumption to discuss it with me instead of anonymously submitting it on the internet like a cowardly little bitch,anger
i feel to shitty to ruin this with my brain right now,sadness
i feel like a lame outcast,sadness
i had been feeling very burdened to go visit a good friend who has had to feel the brunt of my seclusion,sadness
i have shared some feelings about my time with you guys i don t want you to think that i am ungrateful,sadness
i just got a whole pile of presents so im feeling generous,joy
i packed for the hospital and brett and i just talked about the next day the feelings we were feeling and how excited we were getting,joy
i feel sympathetic to his character in new ways,love
i feel somewhat hopeful about things,joy
i can feel the aching in my guts,sadness
im also told its normal to get worse before it gets better and itll take weeks before im feeling less pained so at that rate there might be any number of bruises blisters sprains strains and broken finger nails to contend with in the meantime,sadness
i know after i feel calm,joy
i feel simply impressed and amazed by merely using one too that literally raises the traffic to at least one of my own sites,surprise
i have never seen a gynae so dedicated to his job and patients and i feel so glad to have him as my gynae,joy
i cant recall all that he said i do remember how his spirit made me feel i felt reassured and inspired,joy
i was in tokyo and im feeling eager and anxious about re visiting some of my former haunts,joy
im feeling distracted again and internally focused,anger
i feel worthless rejected depressed,sadness
i admit that i do not feel affectionate towards my own parents,love
i probably wasn t feeling all too keen to dive in,joy
i didnt have any meltdowns but i did feel distressed,fear
i mean how would you feel if euan got hauled in for murder but you knew he was innocent,joy
i am feeling really stressed,anger
i had barely slept the night before and was feeling awful physically so i didn t get a lot done,sadness
i feel uncertain anxious and rejected,fear
i feel fine i feel alright i feel so good just like i knew i would here i stand stuckbetween two worlds my closest friends know me as the man i am still i m stuckbetween two worlds i close my eyes and there it is i can t deny i m stuckbetween two worlds,joy
i digress thats another story for another time my point is i didnt want to feel judged on what should have been quite a special moment,joy
i feel like im already suffering from the spring cleaning crazies,sadness
i am exhausted but i actually feel more relaxed than i can remember ever feeling in a very long time,joy
i feel even a greedy smile is at least a smile of sincerity,anger
i just feel so alone in things,sadness
ive played my negative role i do not feel entirely innocent but as the child my role is still far less than that of my parents who refuse to take responsibility for things being the way they are,joy
disgust of drunkers and of blood,anger
i feel curious about the subject matter,surprise
i crawl into bed feeling so drained and i wonder how in the world am i going to wake up tomorrow and do this all over again,sadness
i was best man at my brothers wedding a year ago,joy
i feel kinda lousy,sadness
i love spending time with people and when people spend time with me it s what makes me feel valued,joy
i feel tortured when i hear them talk or sing or laugh or cry,anger
i feel very suspicious of all of them,fear
i really didnt feel like myself on the day but i really liked seeing my friends and i miss them all terribly,love
im feeling well enough to get a little philosophical,joy
i been feeling almost depressed about so many different things happening in my life and in the lives of friends and family,sadness
i think i really let this effect me and it made me feel scared and unsure and insecure,fear
i still feel a keen responsibility not to cause my brother to stumble i have no interest in undermining anybodys faith though i will challenge them if i feel their faith is used for sinister ends,joy
i discovered this feeling of being a successful grown up when i decide make and indulge in a meal that hits the spot,joy
i feel woefully naughty,love
im feeling blessed lets cut out the middle man,joy
ive been stressing over this and feel so ridiculously relieved that we could check that off of our to do list,joy
i love when jace visits as we get to spend time together and it just feels wonderful,joy
i wasn t feeling particularly creative and i was trying to avoid too many dirty dishes so i decided to make a salad an israeli salad to be more specific,joy
i still feel that nog got a little greedy and wanted a feather in his cap by tapping out mir but he did look much better than in their first fight until he left his arm out there and got in trouble,anger
im feeling a bit emotional about my little cub going off to big school next week especially as weve had such a fantastic summer,sadness
i feel as though many of my blessings that i try to identify are tender mercies,love
i am very proud of these amp feel stronger amp more determined by the day,joy
i am hoping that tomorrow will feel less frantic and i can claw the house back in to some sort of shape,fear
i am also joyful in drawing wonderful people into my life and having the ability to let go of anyone who is negative who has any tendency to make me feel less than joyful,joy
i was in a very crabby pregnancy feeling very very scared and challenged,fear
i feel as if i was distracted and absent,anger
i wrote a letter to the teacher explaining that we do not tolerate that type of behavior and please pass our feelings on to the offended family,anger
i feel very weird that i m about to kind of side with them,fear
i must say im lucky and i feel honored,joy
i want her to stop being mad at me and quit bugging me about if i have feelings for him that i have to put in a good word for her,joy
i explained my absence by saying id been feeling crappy which is true but i didnt explain the details,sadness
i felt like i had opened a dishwasher mid cycle and jammed my head inside and it really did feel like i pissed myself,anger
i can feel welcomed every time i walk in the front door,joy
i really enjoy working at the bakery it makes me feel useful,joy
i feel fearful and apprehensive now i am facing a life threatening disease,fear
i feel and broke my hand he told me he didnt have time to talk and to go to the er,sadness
i think his feelings for her were repressed since he never pursued her,sadness
im feeling rebellious today,anger
i was at the corner shop,anger
i am not feeling very optimistic about our future if this is our fastest growing demographic,joy
i wanted this man but i did not want his children because i did not want my child to feel like he she was less than acceptable,joy
i just feel so stressed out by everything and i just want some way out of this painful thoughts in mind,sadness
i am unable to think of the future even tomorrow feels uncertain to me,fear
i feel like its the perfect time to enlist some extra help,joy
i am feeling a bit surprised and confused about being an adult today,surprise
i feel a sweet serendipity a peace like no other whenever i hear their voices,love
i have changed my eating diet and loose kg in month now my body feel more energetic healthier and more confident,joy
i feel and i think that should be respected,joy
i feel a need to achieve something positive that will hopefully change wales for the better,joy
i sit here in my flat on a council estate in north london with my newly engaged partner i can t help but feel privileged and useless i don t know what i can do to help,joy
i feel a connection to your compassionate ways,love
i wrapped up my volunteer leave at lss today i walked out the door feeling a bit melancholy,sadness
i get a feeling that she s not really that popular even though she really has talent,joy
i have a journal full of ideas i have and i often feel like my most inspired ones get pushed back because i want to devote more time and attention to writing them and time is so hard to find,joy
i like the control i feel and i like how accepted i feel and how much i enjoy accepting his quirks,joy
i am feeling playful,joy
i feel pretty fearless things can only take off from here,joy
i don t want to list names simply because i m afraid i would forget to list someone and these people mean so much to me i wouldn t want to hurt any feelings simply because i forgot to mention someone important to me,joy
i still feel like i just stepped in something vile with my bare feet,anger
i absolutely think it is ridiculous for liv to cry and pout and feel unloved and unwanted because i am doing what is best for her,sadness
ive spent a lot of time doing my own thing where i feel comfortable,joy
i want to be in forensics because i feel i would be doing truthful justice to help people that are victems of these horrible situations,joy
i feel about it mark how one string sweet husband to another strikes each in each by mutual ordering resembling sire and child and happy mother who all in one one pleasing note do sing,joy
im again feeling like ive been tortured by boredom i shall write some crap,anger
i feel groggy and my vibe dips to an uncomfortable level,sadness
i feel completely reassured as the experts have said,joy
i had never felt such an overwhelming feeling of love and appreciation to have these amazing people be a part of my life,joy
i have been really thinking about the ultimate fantasy series recently however i feel totally intimidated on how to start,fear
ive promised myself that the next time i move i wont carry with me the feeling that i wasnt curious enough,surprise
i feel the sweet feelings of forgiveness i feel good inside,joy
i started to jog on monday i could already feel my legs aching and my lungs desperately trying to keep me going,sadness
i feel delicious the first fit to be tied week is upon us,joy
i am aiming for one area per week and so far it s working really well i m not feeling overwhelmed at all,fear
i was feeling very inspired by one of the people i follow on a href http ohchloe,joy
i wanted to feel like i was making a positive impact on society and i found my calling as an organizer,joy
i can t tell you how many women have said to me i feel so inhibited sexually because my body isn t perfect,fear
i feel like all she wants is his parents fortune which is unfortunate,sadness
i began to feel horny,love
i remember lying in the dark feeling terrified and alone,fear
i know that i have the choice to not accept a position at pagoda but when i think of what options i might have left if i dont i feel very disheartened,sadness
i have done and you are feeling i broke your trust priya even more hurt thinking that you are lying its one thing that you spoke behind my back and now you are acting as if you do not know anything,sadness
i feel stress being relieved each time i run on the treadmill or swim in our multi coloured pool every other day,joy
im half with them on this but seeing as how you can buy as many creme eggs marsbars doubledeckers as you can stuff down your fat hole to go with your healthy drink im left feeling a bit pissed off that i cant have a full fat coke despite foregoing a calorific chocolate feast,anger
i actually put forth the effort and stick to a routine though i am busier i feel less stressed and more fulfilled at the end of the day and am better able to enjoy the simple moments of motherhood,sadness
i feel horrible about wanting sonipro amp source geekparty linkedin a target blank title share on tumblr rel nofollow href http www,sadness
i feel very invigorated probably because i just drank my second cup of coffee today and to be honest i havent eaten much aside from a couple pieces of toast and a little at a bbq hassan invited me too,joy
i gained admission immediately after college so i feel i m of the privileged ones,joy
i hate feeling like ive missed something,sadness
i have a feeling itll be doing that for a while but im glad this increase happened,joy
i think yasir got a good feeling of what is like to travel by motorcycle when your muscles start hurting your back is aching you re consistently dirty and always on the lookout for fuel,sadness
ive been feeling more and more handsome,joy
i feel ecstatic about watching it live,joy
i dont know if its because i know this is my last pregnancy labor baby experience that im feeling so emotional or if its just the surge of hormones but i want time to stand still,sadness
i finished work early and decided to get back into my running gear after a month break it was hard work but i am feeling very pleased with myself for breaking the lazy spell and making the first step towards getting back to a healthier me,joy
im feeling especially productive this week im finally getting around to posting them,joy
there is a certain person,anger
i am saddened because where i feel they should have accepted that weaver is not possibly for everyone instead they basically just attacked sonlight,joy
i feel awful that he was in some sort of situation probably not a fight,sadness
i feel comfortable is where i work,joy
i feel impatient and irritable,anger
im feeling lucky name btni class gbqfba onclick if this,joy
i will feel really idiotic for saying a lot of things which are not funny and then i will secretly hope that ppl around me wont dislike me for this,sadness
i really feel i m terrified because joseph is still in danger with an uncertain fate,fear
i have a feeling i am going to be heartbroken when she outgrows it,sadness
i will include some thoughtful responses from some of the women who would rather feel disrespected than unloved in a way that mirrors eggerichs theory of gender differences,sadness
i feeling hesitant,fear
i feel slightly scared i am so curious about the lion that i dont care about the risks,fear
i could feel safe enough doing so,joy
i know its rediculous but i cant help but feel a bit suspicious when the smart kid in the back gets ignored and the popular girl in front gets all the recognition and consideration,fear
im hoping for the former but for now i am actually feeling very optimistic about the courts decision,joy
i havent been putting much effort in fyp and therefore yet to feel the stress kickin in i managed to get weeks break for this festive season and having a few gathering celebrations with my favorite people was definitely one of the best ways to sum up the year in my opinion,joy
i was nervous about how it would feel but the pain i felt was delicious smarting tingling heat and growing soreness,joy
i know its been awhile since i posted but between feeling crappy all the time work and just being plain lazy i havent even gotten on the computer,sadness
i feel like i can wear this as a casual outfit to the beach or something or dress it up with a belt jewelry heels and a blazer,joy
i feel curious and hopeful excited and thrilled to be singing a new song while playing a new game,surprise
im feeling carefree and have nothing to worry about at the moment,joy
i like feeling smart,joy
i woke up feeling completely crappy,sadness
i feel bitter that im stuck inside the toilet hall,anger
im feeling very sarcastic nihilistic and cynical all of a sudden,anger
i woke up i didn t feel so crappy but i was slightly disoriented but i didn t care,sadness
i feel repressed,sadness
i was feeling strange like my heart was randomly racing for no reason,surprise
i feel blank fuzzy and tired,sadness
i feel we will win but i m curious to see what peoples opinions are,surprise
i feel almost rebellious to be posting things here,anger
i am likely to be feeling hopeless and out of control,sadness
i was feeling a little sad like this wasnt gonna last me more than minutes but i shouldnt have worried,sadness
i have a feeling im going to be exhausted,sadness
i feel is overcharging me because im not of their faith or any faith in my case i would stop going there as i would not feel welcomed and suitably entertained in my choice of dining to keep going,joy
im not a mommy but i feel naughty usually once its gotten dark outside,love
i was even sort of feeling carefree when i took the exam,joy
i feel selfish for my own feelings when i think of how foolish my struggle with contentment is,anger
i feel very strongly about the use of gmo food and am disgusted at the united states allowing food companies i,anger
im serious or joking ill just glare at them with a psychotic look and then give them a big happy smile and then cry and then throw up and then look disgusted and then feel betrayed followed by disillusioned followed by fear then apathy and then ill fall on my face and die,sadness
i feel this book has gorgeous designs but for some reason never got its due respect shown,joy
i just feel that i ll be hated and seen as selfish for wanting to love me instead of doing everything he wants me to do,anger
im trying to be a nice person but really i cant help feeling glad that we can skip school legally,joy
i feel so frustrated with myself for the post apart from the direct and useful offers of help loans of phones and laptops i just don t want anyone to know,anger
im sick of feeling pressured to be a certain kind of mom or a certain kind of wife,fear
i was thinking about how i have been feeling as i create my trailer how each time i find a creative solution i am filled with an abundance of joyful self pride that feels really really good,joy
i awoke feeling more groggy than the previous night s two pisco sours merited and with a bit of a cough,sadness
i have failed to have a grip on myself for a very long time thanks to someone and now even when that very person is non existent i feel damaged beyond repair in some parts of me,sadness
i cant think of a better way to get trained up in a hurry and to feel a bit less intimidated about a new calling,fear
i will keep my eye on you because i feel threatened by your geekiness,fear
im going to tell you about a book that you will lose yourself in and absolutely fall in love with without blushing and feeling terrified that someone might look over your shoulder and see what youre reading,fear
i feel outraged and antagonistic toward the drivers but i feel just as outraged and antagonists towards pedestrians who try to shoulder me off the sidewalk,anger
i can feel the floor and earth and air supporting and caressing me,love
id rather be home feeling violent and lonely im not trying to sound so insincere but the postcard thats taped to the freezer reads wish you were here how i wish i could disappear heads up,anger
i can see how profit can be created from making one person feel more superior than the next,joy
i just feel disgusted at what a loser i am,anger
i feel treasured in return,love
i took up running back in to lose a few pounds and feel more energetic,joy
i have done nothing wrong yet feel i am some what punished for being unemployed,sadness
i saw this picture i was kinda feeling excited,joy
i am also thankful that i m feeling well,joy
i wake up very easy instead of feeling very groggy i m feel like i m a sharper thinking especially when working,sadness
i feel barely ok but like i could get sick at any moment,joy
at a certain persons lack of cleanliness,anger
i post op when he suddenly said it would be hard for him to meet her again for he would feel shy beyond measure,fear
i stuck out my tongue made a face skipped towards the gates feeling ecstatic,joy
i try but always wind up feeling fake,sadness
i expected to have gained some wisdom by now but feel as unsure as ever,fear
i feel slightly disgusted with myself when i think about how much i ve spent already on toddler s holiday okay who am i kidding,anger
i mean im an omnivore because i know that plants feel just as much pain as the animals and were less considerate of that so i see no reason to exclude based on feeling,love
i feel like i am grumpy,anger
i can feel creative inspired and than stuck and overwhelmed,joy
i was feeling stressed and a little lonely earlier and now i feel stressed lonely and sick,anger
when i was young i saw a horror film then when i went to sleep,fear
i feel that if the church would have been in the city so that the children could come and leave as they please it would have been more successful,joy
i feel blessed to be a part of this fraternity,love
i feel so clever having finished it,joy
i was having my semester break and i was doing nothing at home i feel that im rather be at somewhere else doing something useful instead,joy
i am feeling sad if i look at this picture i feel better because it is so funny,sadness
i didnt feel much like me but thats largely resolved itself,joy
i cant help but cheer up if im feeling bitter when i spot them,anger
i wasn t feeling so well so i asked a doctor what i should do,joy
i feel like if a game can keep me entertained with its storyline then the developers put a lot of thought into how it unfolds,joy
i making myself feel so shitty,sadness
i know it s your family nellie but it ll feel weird without you there,surprise
i feel i want to be threatened,fear
i cant tolerate pity and yet if it isnt mentioned at all i feel unimportant,sadness
i feel so miserable that i could die jiyoung i don t care about being a lady nicole the sky s not on my side why are you like that,sadness
i was really feeling the truth of yahwehs word where it says in proverbs the rich ruleth over the poor and the borrower is servant to the lender,joy
i feel like i really royally fucked up by engaging it,anger
i was feeling it again that she was going to get the job feeling frustrated so while the kids watched a movie i sat there and wrote,anger
i just feel so damn scared,fear
i feel a keen sense of responsibility as a new leader of a key left union to contribute to the debate in a serious and considered way,joy
i feel as though im currently being ignored oh super,sadness
i thanked her but told her i was feeling really melancholy and wouldnt be much company,sadness
i get stressed frazzled or feel unloved or unwanted i will try not to pick up the phone and listen to that voice say thank you for calling dominos how can i help you,sadness
i feel damaged me growing up more than anything,sadness
i feel your pain shango i feel your pain shango i m not the only one disturbed with last night s win,sadness
i feel really unsure as to what to do with tyler this school year,fear
i don t need the added stress of feeling disgusted and overwhelmed by my apartment,anger
i would feel excited and happy,joy
i feel pretty content with life,joy
i think i do well i see the grade and feel like i ve just been assaulted by a demon,sadness
i said the opening prayer and that made me feel useful,joy
i remember waking up in the middle of the night with a painful firelike feeling in my chest that was not passion ardor or anything pleasant,joy
i feel stressed frequently,sadness
for the loss of a close friend or relative,sadness
i feel helpless to make any real difference,fear
i know there will come a time when i do not feel heartbroken i wonder when that will be,sadness
im feeling discontent with life ill pray lord your word says to seek first the kingdom of god,sadness
i think i was feeling so excited today,joy
i feel naughty coming on a href http thecardiologistswife,love
im feeling pissed,anger
im feelin antsy dissatisfied bored and absolutely not like going to work tomorrow,anger
when my friend did not pass the high school graduation examinations,sadness
id feel a bit more virtuous about starting another project a href http,joy
i am not over the moon about this movie is that i feel it s too sweet without a strong enough emotional core,joy
i can t do something because my feet are too swollen to walk or because i can t walk feet without feeling completely exhausted,sadness
i feel relatively pleased with whats in there,joy
i think the novelty of pregnancy has worn off and i m feeling complacent,joy
i feel really bitchy and pathetic saying this but i said it to ronni and it felt like the in the words of steven colbert truthiest thing i had said in quite some time,anger
i interact with others without feeling inhibited or self conscious,sadness
i am feeling very optimistic because in these demonstrations all the different classes of people are coming together,joy
i aint mad at you i just feel very disappointed,sadness
i am feeling so confident in my work and in my role as a teacher,joy
i feel very productive and can get into the creative flow,joy
i started to feel so crappy and slowly things just got worse,sadness
i guess this shows how much i am a sucker for love or whatever you call that feeling you have of a faithful companion,love
im feeling tortured right now,fear
i feel like a herded animal after waiting in line for what seems like years i am greeted by a grouchy employee who takes my order as fast as he can gives me my number and shoos me off in order to help the next person in line,anger
id slowly run my fingers over you caressing you through your sexy little panties letting you feel how tender and sensitive your skin was,love
im feeling blank since yesterday because someone went china about hours ago,sadness
i feel like i am more outgoing than a lot of those in my field but i m sure no salesman,joy
i am feeling about as clever as well george w,joy
i did inventory my part and the only thing i really feel im doing is being resentful and acting on it,anger
i can t help but feel that it s all going to be in vain,sadness
i know is in my head and is an extremely strong feeling i am quite fearful and sensitive about everything around me,fear
i feel outraged and need to express those feelings on the page,anger
i feel extremely alone and isolated but the thing is is that nothing could be further from the truth,sadness
i was the ninth wheel at the table of couples and started feeling vulnerable,fear
i feel weird about affection,fear
i feel really shy to actually knock on her door so any ideas,fear
i knew that giving students reinforcement is very precious because students will feel that the teacher respected to their question or answers,joy
i get to quiet my mind for only ten minutes a day let go of all those worries and responsibilities for just ten minutes i believe ill feel less burdened and i know it cant do anything but help as far as my graves disease goes,sadness
i have a hard time feeling hurt from my dad but i am hurt,sadness
im feeling pissed off about my aac or feeling kind of miserable and frustrated with life this whole week,anger
i had an important amount of money with me and felt fear of being assaulted,fear
i talk to feel discouraged and beat down during certain stages of child rearing,sadness
i feel fearless where knitting is concerned now,joy
i eat regular foods and still feel ok and by regular foods i don t mean the standard american diet i mean the occasional slice of gluten free bread or a salad,joy
i left with a weird feeling in my stomach and just feeling dazed,surprise
im not going to lie it makes me feel like hes being submissive which i hate,sadness
im sorry if any readers out there feel offended by this blog post but ill like to take the liberty of posting this since it is my private blog and it is a cause that is very dear to me,anger
i may have been feeling i had a lot to be thankful for,joy
i want to work on a job i like feeling satisfied for getting my job done driving back to parents place on weekend have a chat with fellow family members be a loving wife and mother who wouldnt miss her daughters childhood,joy
i am committed to ensuring that they feel respected and are treated with dignity,joy
i ask the west how do you feel supporting the killer buddhists,love
i feel he should be punished,sadness
i feel stirs of an aching deception,sadness
i expected it so i didn t really feel resentful,anger
i don t really know if i hate it but i definitely feel very helpless,fear
im personally feeling optimistic and relieved,joy
im packing up to leave the school and feeling sentimental,sadness
i was feeling a little bit discouraged about painting the other day i havent given up on it,sadness
i feel rich from our hugs before school and kisses goodnight,joy
im feeling emo and idiotic,sadness
i did get a warm fuzzy feeling at dinner one night when i saw a cute elderly couple in their s all decked out in santa clara gear hanging out at the orleans,joy
i have been feeling a little or a lot lost,sadness
i feel like i can get through a day without getting distracted,anger
i feel the need fake it when i m angry or overwhelmed,sadness
i feelings riyadh keen to send sharif back to pakistan to stem anti saudi feelings iframe src http www,joy
i feel like i am running on a blank mind lately,sadness
last year,sadness
id feel like an asshole but she was actually thrilled,joy
i feel in a very vicious circle,anger
i feel truly blessed from this thanksgiving visit and will take this warm fuzzy feeling with me into the christmas season,joy
i feel as if the people of detroit have rejected me personally although i know it probably is not so,sadness
im being totally honest and raw i should also confess that i was feeling bitter towards haiti towards some people and towards god for the difficult year that i had faced,anger
i feel that the world is fake and i am stuck in this disney fantasy movie,sadness
i still have times when i feel discontent and even boredom with my life,sadness
i was feeling all smug as i did two gym classes by tarja runsten who i have to say is simply the best fitness instructor in all of finland,joy
im not feeling to jolly,joy
im not quite sure how many i have done but its into the eighties so i feel very self satisfied,joy
i feel energetic about my approach to my training,joy
i feel fine and then the odd cramp or pinch or pain will send me into a tailspin of worrying,joy
i had already been feeling apprehensive about being outside here at night but since that episode i have noticed that i have been choosing to stay inside a lot more at night,fear
i feel petty and small,anger
i feel humiliated like maybe i have been sucking all along and not knowing it or ive been disliked all along and not known it,sadness
i see other people who are visibly pregnant or have new infants i feel angry and jealous that they are free from the crippling fear of miscarriage that i live with on a daily basis and probably have a whole host of other kinds of fears but whatever,anger
i cant say it represents what im currently feeling so i try to appease their tortured souls,fear
i remember a conversation we had that left me feeling calm and reasured,joy
i am currently feeling agitated,fear
i have a renewal for my crazy pill as matt so kindly put it prescription to fill and i feel hesitant despite the anxiety problems because i really do not want to hand over the for another month,fear
i am in the house much more now than i am when we are out of the country so i feel that this is one way that i can continue to proclaim the good news while we are in the country,joy
i didnt feel as shitty as yesterday but i wasnt much better,sadness
i feel so content calm and happy when i m with mohammed i feel so content calm and happy a href http sheikyermami,joy
i suppose he feels they wont tolerate sympathetic female characters which is a disappointment to this female fan,love
i admit to feeling a bit homesick at times especially when he showed the th century castle from series,sadness
i don t own much make up and my beauty inventory usually consists of bronzer or blush a good moisturizer and cleanser and maybe some mascara if i m feeling adventurous,joy
i personally sometimes even feel offended if the topic is dismissed or when i witness how uncomfortable it makes other people,anger
i can relate either by appreciating how they feel in the situation empathising or by feeling how things might have gone differently had i been in the situation sympathetic response but i cant say this is a part of my life because generally its not,love
ive been scared angry at the bank feeling left out and unsure but the more i talk to my mom the more i see that the future is bright why worry when gods plan for all of us is so much greater than we can imagine anyway,fear
i feel sad and you responded with oh you re alright,sadness
i feel like taking a break from the drawing i just check out the savage garden website and take a look at the old dairies about darren written by his former assistant,anger
i were a songwriter i feel like i would be fearful that my mother would hear me singing about sex and drag me out of the show ear twisted between her fingers,fear
i did not listen to the white mans directive that i should feel offended even though i am not,anger
i feel like this project is slightly doomed,sadness
i say the food was just so so probably feel surprised for the first two nights but later the taste wasnt better at all,surprise
i think that for many people w vaginas we can feel wetness escaping pretty commonly i know i do,joy
i agree with george galloway on something i feel dirty,sadness
i feel comfortable with,joy
im really loose feeling amazing so theres no excuses here,surprise
i really appreciate all the support she has given me she has shared some neat stories about her own experiences and i feel very excited about missions when i talk with her,joy
i never do which makes it that much worse because instead i have that feeling where if you could hurl just once with one of those violent stomach emptying snot flying from your nose episodes you d feel somuchbetter,anger
i feel sad not being in india at time when i think of all the fun they have,sadness
i really do feel like i m actually hated,anger
i can either choose to handle my heart reality stress and then walk in peace with my boys in the pre nap chaos or i can choose to ignore heart reality foster that frustrated feeling and eventually snap at my boys leaving all of us irritated and spent stepping on little hearts en route to naps,anger
i feel an amost perverse excitement about the impending onset of foul weather,sadness
i feel that im an intelligent successful driven capable woman,joy
i feel back to life today and eager to heal and train again for may,joy
im feeling generous or any combination thereof but when times up its up,joy
i tend to be the one who feels heartbroken about putting my career ahead of my children,sadness
im feeling vain i call myself a writer and nobody objects,sadness
i feel its a greedy move to automatically set new accounts on sponsored level and the ads are incredibly intrusive,anger
i think i know what a lack of chemistry in a relationship looks feels like which is why i m more convinced than ever that there was something there with you amp i,joy
i read the words and can almost feel the pain that i was in yet it feels like it wasnt me and it makes me glad to not be in the midst of all of that drama upset and agony anymore,joy
i dont know what was on his mind and i will never have the interest to do so but it had got me wondering wouldnt you feel devastated too if you were in my shoes,sadness
i did a lot of work myself sweeping scrubbing washing windows consequently i feel very virtuous extremely so,joy
i feel absolutely exhausted albeit fulfilled,sadness
i feel like going out there makes me vulnerable cause when i see my friends and how theyve been doing i feel sorry for myself even more,fear
im feeling really sentimental for no apparent reason,sadness
i feel excited to be serving on a team of committed individuals who are dedicated to youth development and environmental education,joy
i know mohinder replied feeling a little agitated and not really understanding why she seemed to want him around even though they have been ignoring him all evening or had he been ignoring them for so long that now they didn t even think of trying to get him to join in,anger
i just wish i didnt feel so heartbroken,sadness
i feel like the project was very successful because i put a lot of work into it,joy
i am like th in line behind the mariah carey fans and i can feel the petty tickets free fallin away from me,anger
i brought lee back to the bath tub i was feeling quite successful because he didn t cry through the interruption,joy
a film on zombies,fear
i gave it some thought and i couldn t help but start to feel hostile again,anger
i was feeling a bit jealous of him on saturday as he was saying he was getting back to double and triple workouts in a day and now he s obviously not training at all,anger
i feel disturbed like a brand of gloom has been imprinted somewhere deep inside of my mind and has come crawling itching into my skin,sadness
i feel impatient and my cross is heavy,anger
i know it doesent make sense but in these minutes im feeling quite glad and i want to shar,joy
i feel more creative when i can work with layers but these mexican print shorts look cute on their own,joy
i said i have such mixed feelings about because on the one hand im glad benny survived but on the other hand its just preposterous,joy
i thought there would ever be a time where i would have the slightest feeling of being bothered by you i wouldnt say that green ize on u pm really,anger
i feel that i m so pathetic and downright dumb to let people in let them toy with my feelings and then leaving me to clean up this pile of sadness inside me,sadness
ive had on this publishing road that make me feel vaguely dirty and the editor was one of them,sadness
i feel unprotected even while travelling alone,fear
i am still feeling reeling in the sweet sentimentality of the blanket i made for a seventeen year old girl i think that sentimentality will be our subject,joy
i really just feel afraid,fear
i like the feeling that i am always welcomed,joy
i hear songs like this one and like papa roach s scars or anything staind i feel like i should be a tortured soul and i feel like i should have a horrible life,anger
i am feeling ignored and not listened to,sadness
i feel jealous of people who already got jobs able to get hired the companies ive applied to did not even send me a rejection reply ive got no kiddie show to cheer me up my art sucks im just a total mess,anger
ive been reluctant to write in this blog recently and i feel a little resentful about that fact,anger
i do however feel rotten,sadness
