Text,Aspect Term,Sentiment
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,tiramisu,Negative
Great food and the prices are very reasonable.,food,Positive
Great food and the prices are very reasonable.,prices,Positive
A cool bar with great food[comma] and tons of excellent beer.,bar,Positive
A cool bar with great food[comma] and tons of excellent beer.,food,Positive
A cool bar with great food[comma] and tons of excellent beer.,beer,Positive
Be sure to try the seasonal[comma] and always delicious[comma] specials.,specials,Positive
The ambience is authentic and relaxing and we have always received attentive and prompt service.,ambience,Positive
The ambience is authentic and relaxing and we have always received attentive and prompt service.,service,Positive
Fresh[comma] authentic[comma] french cuisine in substantial portions.,french cuisine,Positive
Fresh[comma] authentic[comma] french cuisine in substantial portions.,portions,Positive
Drinks got screwed up[comma] she acted put upon.,Drinks,Negative
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,vegetarian entree,Positive
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,Abby's treasure,Positive
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,wintermelon,Positive
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,assortment of fresh mushrooms and vegetables,Positive
At 5 dumplings for $1[comma] you just cannot go wrong.,dumplings,Positive
But the pizza is way to expensive.,pizza,Negative
And the staff is also young[comma] energeic and hot!!!!,staff,Positive
Even better[comma] they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.,Steak au Poivre,Positive
Even better[comma] they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.,Onglet,Positive
Service was decent[comma] but not as smooth as I would expect from a place with these prices and reputation.,prices,Negative
Service was decent[comma] but not as smooth as I would expect from a place with these prices and reputation.,reputation,Positive
We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,meal,Positive
Good drink.,drink,Positive
Great food (spinach and corn dumplings and massamman curry)[comma] very friendly and no nonsense service and a clean and funky bathroom.,food,Positive
Great food (spinach and corn dumplings and massamman curry)[comma] very friendly and no nonsense service and a clean and funky bathroom.,spinach and corn dumplings,Positive
Great food (spinach and corn dumplings and massamman curry)[comma] very friendly and no nonsense service and a clean and funky bathroom.,service,Positive
Great food (spinach and corn dumplings and massamman curry)[comma] very friendly and no nonsense service and a clean and funky bathroom.,bathroom,Positive
Great food (spinach and corn dumplings and massamman curry)[comma] very friendly and no nonsense service and a clean and funky bathroom.,massamman curry,Positive
We had a girls' night dinner here for restaurant week.,dinner,Neutral
However[comma] I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.,ceiling,Negative
However[comma] I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.,dinner,Neutral
My chow fun and chow see was really bland and oily.,chow fun and chow see,Negative
Even though I made the reservation at 3pm for the same night through Dinnerbroker[comma] we were seated at a table with one of the best view!,table,Positive
Even though I made the reservation at 3pm for the same night through Dinnerbroker[comma] we were seated at a table with one of the best view!,reservation,Positive
Even though I made the reservation at 3pm for the same night through Dinnerbroker[comma] we were seated at a table with one of the best view!,seated,Positive
we did notice however[comma] that some tables had what looked like pita instead of naan.,pita,Negative
we did notice however[comma] that some tables had what looked like pita instead of naan.,naan,Negative
I didn't take a look at the rest menu[comma] but the oysters were fantastic.,menu,Neutral
I didn't take a look at the rest menu[comma] but the oysters were fantastic.,oysters,Positive
The grilled cheese at home afterwards was better.!!,grilled cheese,Positive
Great service[comma] great food.,service,Positive
Great service[comma] great food.,food,Positive
sometimes i get bad food and bad service[comma] sometimes i get good good and bad service.,food,Negative
sometimes i get bad food and bad service[comma] sometimes i get good good and bad service.,service,Negative
sometimes i get bad food and bad service[comma] sometimes i get good good and bad service.,service,Negative
sometimes i get bad food and bad service[comma] sometimes i get good good and bad service.,good,Positive
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,waitress,Negative
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,check,Neutral
In summer-eat outside on a terrace (another great feature of Suan)!!!,terrace,Positive
It's the perfect restaurant for NY life style[comma] it got cool design[comma] awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...,design,Positive
It's the perfect restaurant for NY life style[comma] it got cool design[comma] awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...,drinks,Positive
It's the perfect restaurant for NY life style[comma] it got cool design[comma] awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...,food,Positive
It's the perfect restaurant for NY life style[comma] it got cool design[comma] awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...,bar,Neutral
We did have to wait at the bar for approx.,bar,Neutral
If you love seafood[comma] you would love this place!,seafood,Positive
If you love seafood[comma] you would love this place!,place,Positive
Good[comma] fast service.,service,Positive
They charge different prices all the time.,prices,Negative
I was in love with Pongsri on 48th[comma] but compared to Suan it is slow in service and overpriced.,service,Negative
My friends and I experienced amazing cheese and a delicious[comma] new summer menu at Artisanal last night.,cheese,Positive
My friends and I experienced amazing cheese and a delicious[comma] new summer menu at Artisanal last night.,menu,Positive
It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic[comma] even.,atmoshere,Positive
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,Japanese cuisine,Negative
In terms of the food itself -- nothing special[comma] we limited ourselves to several appetizers.,food,Neutral
In terms of the food itself -- nothing special[comma] we limited ourselves to several appetizers.,appetizers,Neutral
Love the Jazz bands on Fri and Sat.,Jazz bands,Positive
To begin[comma] we were told there was a 30 minute wait and started to leave[comma] when the hostess offered to call us on our cell phone when the table was ready.,hostess,Positive
To begin[comma] we were told there was a 30 minute wait and started to leave[comma] when the hostess offered to call us on our cell phone when the table was ready.,wait,Negative
To begin[comma] we were told there was a 30 minute wait and started to leave[comma] when the hostess offered to call us on our cell phone when the table was ready.,table,Positive
The servers give you some sample slices of your order while you wait (shortly I might add).,servers,Positive
The service was ok.,service,Neutral
When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants[comma] he replied this is not Mcdonald's[comma] every place makes things differently While it is understandable that every place is indeed different[comma] there was not a need to be uncourteous to customers and downright rude.,dish,Neutral
Don't expect to sit down inside though[comma] there are only a few tables and they are always full.,tables,Negative
The staff is accomodating[comma] the ambiance is exciting and yet relaxed[comma] and the food is out of this world!,staff,Positive
The staff is accomodating[comma] the ambiance is exciting and yet relaxed[comma] and the food is out of this world!,ambiance,Positive
The staff is accomodating[comma] the ambiance is exciting and yet relaxed[comma] and the food is out of this world!,food,Positive
The food was delicious (I had a halibut special[comma] my husband had steak)[comma] and the service was top-notch.,food,Positive
The food was delicious (I had a halibut special[comma] my husband had steak)[comma] and the service was top-notch.,halibut special,Positive
The food was delicious (I had a halibut special[comma] my husband had steak)[comma] and the service was top-notch.,steak,Positive
The food was delicious (I had a halibut special[comma] my husband had steak)[comma] and the service was top-notch.,service,Positive
The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,manager,Negative
The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,bill,Neutral
it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,Positive
We took advanatage of the half price sushi deal on saturday so it was well worth it.,half price sushi deal,Positive
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,reservation,Neutral
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,seated,Positive
We were fast to order the appetizer platter since we were very hungry.,appetizer platter,Neutral
The staff are attentive[comma] and have smiles on their faces.,staff,Positive
No dress codes[comma] no attitudes[comma] plenty of comfort companionship[comma] a great place to relax in an always busy Midtown.,dress codes,Positive
No dress codes[comma] no attitudes[comma] plenty of comfort companionship[comma] a great place to relax in an always busy Midtown.,attitudes,Positive
No dress codes[comma] no attitudes[comma] plenty of comfort companionship[comma] a great place to relax in an always busy Midtown.,place,Positive
Largest and freshest pieces of sushi[comma] and delicious!,pieces of sushi,Positive
Even the pasta is delicious here (a rarity in New York pizza restaurants).,pasta,Positive
but when we looked at the menu[comma] there weren't a lot of choices[comma] most of them were dumplings in the appetizer section.,menu,Negative
but when we looked at the menu[comma] there weren't a lot of choices[comma] most of them were dumplings in the appetizer section.,dumplings,Neutral
but when we looked at the menu[comma] there weren't a lot of choices[comma] most of them were dumplings in the appetizer section.,appetizer,Negative
After my 3rd time the manager remembered me and treated me like an usual customer.,manager,Positive
now if they could only get a toaster.,toaster,Negative
When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms[comma] he's visiting the regulars (a growing legion) and checking on newcomers.,Neapolitan pizza,Positive
When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms[comma] he's visiting the regulars (a growing legion) and checking on newcomers.,zucchini blossoms,Positive
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff,Negative
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,pie,Positive
The ingredients taste fresher[comma] the crust is thinner and crispier[comma] the slice is less oily[comma] and it's never burnt like it occasionally is at Joe's.,ingredients,Positive
The ingredients taste fresher[comma] the crust is thinner and crispier[comma] the slice is less oily[comma] and it's never burnt like it occasionally is at Joe's.,crust,Positive
The ingredients taste fresher[comma] the crust is thinner and crispier[comma] the slice is less oily[comma] and it's never burnt like it occasionally is at Joe's.,slice,Positive
Fish is so very fresh.,Fish,Positive
The prices were CHEAP compared to the quality of service and food.,prices,Positive
The prices were CHEAP compared to the quality of service and food.,service,Positive
The prices were CHEAP compared to the quality of service and food.,food,Positive
Top spot in town for Vietnamese classics[comma] better than places that cost a lot more.,Vietnamese classics,Positive
less wait time for me!,wait time,Positive
The decor is really blah[comma] and not at all hip or happening.,decor,Negative
Having discovered Ping's on the internet[comma] we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.,fish tanks,Positive
It appears to be the owner's first venture and it shows.,owner,Negative
I come from a family of pizzeria owners[comma] and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.,pizza,Positive
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,beef,Negative
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,noodle soup dishes,Negative
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,menu,Negative
They have a huge selection of different cream cheeses and all of their salads are great.,cream cheeses,Positive
They have a huge selection of different cream cheeses and all of their salads are great.,salads,Positive
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,lobster sandwich,Positive
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,spaghetti with Scallops and Shrimp,Positive
The food was authentic.,food,Positive
The dim sum is delectable while the prices are quite easy on the wallet.,dim sum,Positive
The dim sum is delectable while the prices are quite easy on the wallet.,prices,Positive
I only tried a simple dish of spinach ravioli in a light oil and garlic sauce[comma] but it actually faired better than most NYC Italian joints I've tried similar dishes at.,spinach ravioli in a light oil and garlic sauce,Positive
I only tried a simple dish of spinach ravioli in a light oil and garlic sauce[comma] but it actually faired better than most NYC Italian joints I've tried similar dishes at.,dish,Positive
I only tried a simple dish of spinach ravioli in a light oil and garlic sauce[comma] but it actually faired better than most NYC Italian joints I've tried similar dishes at.,dishes,Neutral
The worst excuse for Japanese food I've ever encountered.,Japanese food,Negative
I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,Chicken Teriyaki dish,Negative
I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,chicken,Negative
We had reservations at 9pm[comma] but was not seated until 10:15pm.,reservations,Negative
We had Pam's special fried fish and it was amazing.,Pam's special fried fish,Positive
There is no excuse for such lousy service!,service,Negative
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,New England Chowder,Positive
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,Lobster Bisque,Positive
So[comma] a little inconsistency there but either way[comma] both pizzas were really good.,pizzas,Positive
Overall the restaurant is more expensive than our other sushi favorites[comma] but everything was delicious.,sushi,Neutral
Not enough wines by the glass either.,wines by the glass,Negative
I had the duck breast special on my last visit and it was incredible.,duck breast special,Positive
I must say it's a little pricey for the food because it was not as spectacular as the view.,food,Negative
These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,french indian fusion,Positive
These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,dishes,Positive
Just don't take the seat between the bar and the back half of the restaurant[comma] i saw a woman get nudged 40times sitting there.,seat,Negative
Just don't take the seat between the bar and the back half of the restaurant[comma] i saw a woman get nudged 40times sitting there.,bar,Neutral
No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,Positive
We were worried we would have trouble getting in[comma] but somehow managed to have a short wait.,wait,Positive
My wife had the fried shrimp which are huge and loved it.,fried shrimp,Positive
One should not go to Lucky Strike for the food.,food,Negative
The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,service,Negative
The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,table,Negative
We could only get through an appetizer and cheese fondue.,appetizer,Neutral
We could only get through an appetizer and cheese fondue.,cheese fondue,Neutral
Both times we waited well over a half hour for a table (even though we had reservations).,table,Negative
Both times we waited well over a half hour for a table (even though we had reservations).,reservations,Negative
night without a reservation[comma] we had to wait at the bar for a little while[comma] but the manager was so nice and made our wait a great experience.,manager,Positive
night without a reservation[comma] we had to wait at the bar for a little while[comma] but the manager was so nice and made our wait a great experience.,reservation,Neutral
night without a reservation[comma] we had to wait at the bar for a little while[comma] but the manager was so nice and made our wait a great experience.,bar,Neutral
night without a reservation[comma] we had to wait at the bar for a little while[comma] but the manager was so nice and made our wait a great experience.,wait,Positive
Try the green curry!!!,green curry,Positive
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,Positive
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,appetizer,Positive
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,Positive
We were also seated promptly at the time of our reservation and the service was very quick and professional.,service,Positive
We were also seated promptly at the time of our reservation and the service was very quick and professional.,reservation,Positive
You rarely have to wait for a seat and the currys (masaman[comma] green[comma] red) are full of flavor and come super spicy if you ask for it.,seat,Positive
You rarely have to wait for a seat and the currys (masaman[comma] green[comma] red) are full of flavor and come super spicy if you ask for it.,currys (masaman[comma] green[comma] red),Positive
You rarely have to wait for a seat and the currys (masaman[comma] green[comma] red) are full of flavor and come super spicy if you ask for it.,flavor,Positive
The food there are sastifying.,food,Positive
I highly recommend visiting this restaurant and having dinner and drinks!,dinner,Positive
I highly recommend visiting this restaurant and having dinner and drinks!,drinks,Positive
The bar is very well stocked with interesting beers and well priced wines.,bar,Positive
The bar is very well stocked with interesting beers and well priced wines.,beers,Positive
The bar is very well stocked with interesting beers and well priced wines.,wines,Positive
The bar is very well stocked with interesting beers and well priced wines.,priced,Positive
Last memorial day[comma] I tried to make reservations but was told they were closed that weekend (interesting[comma] but...).,reservations,Negative
The food was good.,food,Positive
Great wine selection[comma] Gigondas is worth the price[comma] and the house champagne is a great value.,wine selection,Positive
Great wine selection[comma] Gigondas is worth the price[comma] and the house champagne is a great value.,Gigondas,Positive
Great wine selection[comma] Gigondas is worth the price[comma] and the house champagne is a great value.,house champagne,Positive
Great wine selection[comma] Gigondas is worth the price[comma] and the house champagne is a great value.,price,Neutral
at night[comma] but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.,music,Negative
I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,fish,Positive
I particularly love their yellowfun tuna and their mussel selection.,yellowfun tuna,Positive
I particularly love their yellowfun tuna and their mussel selection.,mussel selection,Positive
I love to visit Murrays for my bagel fix.,bagel,Positive
We made early dinner reservations and were thoroughly impressed[comma] reminds me of my grandfather[comma] its old school Italian scenery with lots of fun stuff to admire.,scenery,Positive
We made early dinner reservations and were thoroughly impressed[comma] reminds me of my grandfather[comma] its old school Italian scenery with lots of fun stuff to admire.,dinner reservations,Positive
The place was nice and calm.,place,Positive
Cheese plate is a varied delight and great bargain at $10.,Cheese plate,Positive
I could have drank 4 glasses of water and still been parched - so watch out.,glasses of water,Neutral
When we sat[comma] we got great and fast service.,service,Positive
Most of the servers are very attentive[comma] friendly and quite attractive.,servers,Positive
Service is average.,Service,Neutral
But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual),Positive
But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,specials,Positive
They forgot a sandwich[comma] didn't include plastic forks[comma] and didn't include pita with the hummus platter.,sandwich,Neutral
They forgot a sandwich[comma] didn't include plastic forks[comma] and didn't include pita with the hummus platter.,plastic forks,Neutral
They forgot a sandwich[comma] didn't include plastic forks[comma] and didn't include pita with the hummus platter.,pita,Neutral
They forgot a sandwich[comma] didn't include plastic forks[comma] and didn't include pita with the hummus platter.,hummus platter,Neutral
The steak is good[comma] the fish is good and the sushi was surprisingly great.,steak,Positive
The steak is good[comma] the fish is good and the sushi was surprisingly great.,fish,Positive
The steak is good[comma] the fish is good and the sushi was surprisingly great.,sushi,Positive
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza,Positive
The service was poor[comma] restaurant poorly lit[comma] staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.,service,Negative
The service was poor[comma] restaurant poorly lit[comma] staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.,staff,Negative
My GF and I still choose to eat there a lot because of diverse cocktails[comma] the chill decor[comma] and the decent sushi.,cocktails,Positive
My GF and I still choose to eat there a lot because of diverse cocktails[comma] the chill decor[comma] and the decent sushi.,decor,Positive
My GF and I still choose to eat there a lot because of diverse cocktails[comma] the chill decor[comma] and the decent sushi.,sushi,Positive
We ended the dinner with a surprisingly light and flaky apple tarte tatin.,apple tarte tatin,Positive
We ended the dinner with a surprisingly light and flaky apple tarte tatin.,dinner,Neutral
The buffet had a nice selection.,buffet,Positive
The buffet had a nice selection.,selection,Positive
Waitstaff are very friendly.,Waitstaff,Positive
Service was slow had to wait to order and get food although not crowded.,Service,Negative
Service was slow had to wait to order and get food although not crowded.,food,Neutral
Will have to return to try the chocolate!,chocolate,Positive
The food was below average[comma] the service was pathetic[comma] there was no ambience at all.,food,Negative
The food was below average[comma] the service was pathetic[comma] there was no ambience at all.,service,Negative
The food was below average[comma] the service was pathetic[comma] there was no ambience at all.,ambience,Negative
I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,SHOWS,Positive
I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,ACTORS,Positive
Our first time in New York and we had to try a New York Bagel.,New York Bagel,Neutral
service was efficient courteous.,service,Positive
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,miso soup,Negative
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,fish,Negative
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,flavor,Negative
They are the best bagels I've had.,bagels,Positive
I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,ambience,Neutral
I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,food,Neutral
Toons has recently been redone[comma] so it's now a very attractive space.,space,Positive
$160 for 2 filets[comma] 2 sides[comma] an appetizer and drinks.,filets,Neutral
$160 for 2 filets[comma] 2 sides[comma] an appetizer and drinks.,sides,Neutral
$160 for 2 filets[comma] 2 sides[comma] an appetizer and drinks.,appetizer,Neutral
$160 for 2 filets[comma] 2 sides[comma] an appetizer and drinks.,drinks,Neutral
While the prices are nothing special[comma] the portions are huge.,prices,Neutral
While the prices are nothing special[comma] the portions are huge.,portions,Positive
Its a nice quiet location to go eat a good meal[comma] relax[comma] be able to talk and have a very good time.,location,Positive
Its a nice quiet location to go eat a good meal[comma] relax[comma] be able to talk and have a very good time.,meal,Positive
We arrived for dinner expecting to be impressed by a place that has an impressive past - but[comma] that's just it -- the PAST!,dinner,Neutral
However[comma] I think this place is a good hang out spot.,spot,Positive
The menu is Prix Fixe[comma] so be prepared to spend at least $60 per person[comma] but it is Well worth itsuperb food.,menu,Negative
The menu is Prix Fixe[comma] so be prepared to spend at least $60 per person[comma] but it is Well worth itsuperb food.,food,Positive
The menu is Prix Fixe[comma] so be prepared to spend at least $60 per person[comma] but it is Well worth itsuperb food.,Prix Fixe,Neutral
The wine list is extensive and impressive.,wine list,Positive
We had the most wonderful waitress.,waitress,Positive
While the staff at this little bistro is very friendly[comma] I have never experienced more incompetency.,staff,Positive
The quail was fantastic and unique and the pastas were full of flavor.,quail,Positive
The quail was fantastic and unique and the pastas were full of flavor.,pastas,Positive
The quail was fantastic and unique and the pastas were full of flavor.,flavor,Positive
The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,zucchini,Positive
The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,mashed potatoes,Positive
The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,garlic,Positive
The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,butter,Positive
The staff is courteous and friendly.,staff,Positive
Decor is nice though service can be spotty.,Decor,Positive
Decor is nice though service can be spotty.,service,Negative
Aside from the rushed service[comma] we were very impressed with the food and the drinks.,service,Negative
Aside from the rushed service[comma] we were very impressed with the food and the drinks.,food,Positive
Aside from the rushed service[comma] we were very impressed with the food and the drinks.,drinks,Positive
Make sure you have the Spicy Scallop roll.. .,Spicy Scallop roll,Positive
I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,Indian dining experience,Positive
This big draw is the all you can sushi here for $19.95!,sushi,Positive
Some of the workers ignore me and talk to the female customers[comma] other times[comma] they've skipped my order.,workers,Negative
Some of the workers ignore me and talk to the female customers[comma] other times[comma] they've skipped my order.,order,Negative
The specials are usually quite good too.,specials,Positive
They've the best desserts and mixed drinks as well as snack foods.,desserts,Positive
They've the best desserts and mixed drinks as well as snack foods.,mixed drinks,Positive
They've the best desserts and mixed drinks as well as snack foods.,snack foods,Positive
Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,chocolate mud cake (warmed),Positive
Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,dulce de leche gelato,Positive
Really cool stauff inside.,stauff,Positive
While the new restaurant still features much of the same classical furniture that made Tiffin so attractive[comma] the menu has been overhauled.,classical furniture,Positive
While the new restaurant still features much of the same classical furniture that made Tiffin so attractive[comma] the menu has been overhauled.,menu,Negative
The best burger I have had in the Village.,burger,Positive
We visited Orsay during NY Restaurant Week and tried their $35 menu.,menu,Neutral
I would have gotten some cole slaw and a knish if my stomach had more space.,cole slaw,Neutral
I would have gotten some cole slaw and a knish if my stomach had more space.,knish,Neutral
Three of us arrived for dinner about 5:30 on a week night without reservations.,dinner,Neutral
Three of us arrived for dinner about 5:30 on a week night without reservations.,reservations,Neutral
The blond wood decor is very soothing[comma] the premium sake is excellent and the service is great.,blond wood decor,Positive
The blond wood decor is very soothing[comma] the premium sake is excellent and the service is great.,sake,Positive
The blond wood decor is very soothing[comma] the premium sake is excellent and the service is great.,service,Positive
Your money could easily be better spent elsewhere (Anywhere).,money,Neutral
Only drawback - they won't toast your bagel[comma] and they don't make eggs for the bagel.,bagel,Negative
Only drawback - they won't toast your bagel[comma] and they don't make eggs for the bagel.,eggs,Negative
Only drawback - they won't toast your bagel[comma] and they don't make eggs for the bagel.,bagel,Negative
As always we had a great glass of wine while we waited.,glass of wine,Positive
The wait staff is pleasant[comma] fun[comma] and for the most part gorgeous (in the wonderful aesthetic beautification way[comma] not in that she's-way-cuter-than-me-that-b@#$* way).,wait staff,Positive
Of course this atmosphere is lacking[comma] but what do you expect from a 24 hour bagel place anyways?,atmosphere,Negative
Of course this atmosphere is lacking[comma] but what do you expect from a 24 hour bagel place anyways?,bagel,Neutral
Service was very good and warm.,Service,Positive
For dinner I had the chicken tikka-masala and some garlic naan.,chicken tikka-masala,Neutral
For dinner I had the chicken tikka-masala and some garlic naan.,garlic naan,Neutral
For dinner I had the chicken tikka-masala and some garlic naan.,dinner,Neutral
Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,dinner,Positive
Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,setting,Positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,Food,Positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,view,Positive
The food is nothing like its menu description.,food,Negative
The food is nothing like its menu description.,menu description,Negative
Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,Pad Se-Ew,Positive
Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,Chicken with Cashew Nuts,Positive
It's just O.K. pizza.,pizza,Neutral
The food is decent at best[comma] and the ambience[comma] well[comma] it's a matter of opinion[comma] some may consider it to be a sweet thing[comma] I thought it was just annoying.,food,Neutral
The service was a bit slow[comma] but they were very friendly.,service,Negative
Leon is an East Village gem: casual but hip[comma] with well prepared basic French bistro fare[comma] good specials[comma] a warm and lively atmosphere.,specials,Positive
Leon is an East Village gem: casual but hip[comma] with well prepared basic French bistro fare[comma] good specials[comma] a warm and lively atmosphere.,atmosphere,Positive
Leon is an East Village gem: casual but hip[comma] with well prepared basic French bistro fare[comma] good specials[comma] a warm and lively atmosphere.,French bistro fare,Positive
The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,food,Positive
Thius is a must for anyone who loves Shabu-Shabu.,Shabu-Shabu,Positive
The food was absolutely horrible!,food,Negative
Similar to other Indian restaurants[comma] they use the dinner special to attract customers at the door.,dinner special,Neutral
The people with carts of food don't understand you because they don't speak English[comma] their job is to give you the delicious food you point at.,food,Positive
The people with carts of food don't understand you because they don't speak English[comma] their job is to give you the delicious food you point at.,people with carts of food,Negative
The crackling calamari salad[comma] which is usually a cheap disaster at many restaurants[comma] is crispy and lightly dressed.,crackling calamari salad,Positive
Not the greatest sushi place[comma] but excellent for a $19.95 all you can eat.,sushi place,Negative
Shockingly easy to throw a group dinner here: simple contract[comma] deposit only to hold the date the entire 2nd fl mezz for our grp of 20.,group dinner,Neutral
The Thai ice tea was amazingly smooth and yummy!,Thai ice tea,Positive
We've never had any problems with the staff but maybe we've been lucky?,staff,Positive
Drinks way over priced.,Drinks,Negative
Drinks way over priced.,priced,Negative
The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,noise level,Negative
The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,guy,Negative
What I didn't like was how the food came right after it was ordered.,food,Negative
Moderate prices.,prices,Neutral
I think I've had some the best meals of my life at minnow.,meals,Positive
Most importantly[comma] food is excellent.,food,Positive
Great roofdeck[comma] nice group of 30 somethings[comma] but no music[comma] kind of quiet.,roofdeck,Positive
Great roofdeck[comma] nice group of 30 somethings[comma] but no music[comma] kind of quiet.,music,Negative
The best part of the experience was knowing that the manager (a bubbly[comma] friendly young woman with a great smile) truly cared about how we were doing.,manager,Positive
However[comma] service was as plain as sesame crusted Salmon I had.,service,Neutral
However[comma] service was as plain as sesame crusted Salmon I had.,sesame crusted Salmon,Neutral
It's great to go for a quick lunch either alone or with a friend.,lunch,Positive
The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,Neutral
The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,Negative
So some of the reviews here are accurate about the crowd and noise.,crowd,Negative
